character,expression,normalized_expression,type,count,contexts,timestamps,confidence,source_bv
丰川祥子,爱音,爱音,phrase_2char,6,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""今天，我们为被害的爱音哀，明天，我们就要让凶手付出代价！\""]""","""[\""00:00:07.000\"", \""00:01:19.000\"", \""00:02:11.000\"", \""00:04:43.000\"", \""00:06:38.000\""]""",high,BV1SZJP6mEjy
丰川祥子,今,今,word,6,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""ASVE今天，我们为被28\""]""","""[\""00:01:18.000\"", \""00:01:19.000\"", \""00:02:10.000\"", \""00:02:11.000\"", \""00:06:18.000\""]""",high,BV1SZJP6mEjy
丰川祥子,音,音,word,6,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""今天，我们为被害的爱音哀，明天，我们就要让凶手付出代价！\""]""","""[\""00:00:07.000\"", \""00:01:19.000\"", \""00:02:11.000\"", \""00:04:43.000\"", \""00:06:38.000\""]""",high,BV1SZJP6mEjy
丰川祥子,是,是,word,5,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""我听到的版本是爱音得了病，匆匆忙忙\""]""","""[\""00:01:18.000\"", \""00:01:19.000\"", \""00:01:19.000\"", \""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,为,为,word,4,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""ASVE今天，我们为被28\""]""","""[\""00:01:18.000\"", \""00:01:19.000\"", \""00:02:10.000\"", \""00:02:11.000\""]""",high,BV1SZJP6mEjy
丰川祥子,了,了,word,4,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:01:19.000\"", \""00:06:38.000\"", \""00:06:39.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,匆,匆,word,4,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:38.000\"", \""00:06:39.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,听,听,word,4,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\"", \""我听到的版本是爱音得了病，匆匆忙忙\""]""","""[\""00:02:54.000\"", \""00:02:55.000\"", \""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,对,对,word,4,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:55.000\"", \""00:03:56.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,得,得,word,4,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\"", \""我听到的版本是爱音得了病，匆匆忙忙\""]""","""[\""00:02:54.000\"", \""00:02:55.000\"", \""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,忙,忙,word,4,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:38.000\"", \""00:06:39.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,这,这,word,4,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""听我觉得这之间应该没什么因\""]""","""[\""00:01:18.000\"", \""00:01:19.000\"", \""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,什么,什么,phrase_2char,3,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\"", \""（今天晚上吃什么呢？\""]""","""[\""00:02:54.000\"", \""00:02:55.000\"", \""00:06:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,音同,音同,phrase_2char,3,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""爱音同学！你给我解释清楚desuwa！\""]""","""[\""00:00:07.000\"", \""00:01:19.000\"", \""00:04:43.000\""]""",high,BV1SZJP6mEjy
丰川祥子,爱音同,爱音同,phrase_3char,3,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""爱音同学！你给我解释清楚desuwa！\""]""","""[\""00:00:07.000\"", \""00:01:19.000\"", \""00:04:43.000\""]""",high,BV1SZJP6mEjy
丰川祥子,音同学,音同学,phrase_3char,3,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""爱音同学！你给我解释清楚desuwa！\""]""","""[\""00:00:07.000\"", \""00:01:19.000\"", \""00:04:43.000\""]""",high,BV1SZJP6mEjy
丰川祥子,爱音同学,爱音同学,phrase_4char,3,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""爱音同学！你给我解释清楚desuwa！\""]""","""[\""00:00:07.000\"", \""00:01:19.000\"", \""00:04:43.000\""]""",high,BV1SZJP6mEjy
丰川祥子,么,么,word,3,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\"", \""（今天晚上吃什么呢？\""]""","""[\""00:02:54.000\"", \""00:02:55.000\"", \""00:06:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,什,什,word,3,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\"", \""（今天晚上吃什么呢？\""]""","""[\""00:02:54.000\"", \""00:02:55.000\"", \""00:06:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,友,友,word,3,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:01:19.000\"", \""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,在,在,word,3,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:01:18.000\"", \""00:01:19.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,就,就,word,3,"""[\""爱音同学…·.年纪轻轻鸣鸣，居然就\"", \""今天，我们为被害的爱音哀，明天，我们就要让凶手付出代价！\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:00:07.000\"", \""00:02:11.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,为被,为被,phrase_2char,2,"""[\""ASVE今天，我们为被28\"", \""今天，我们为被害的爱音哀，明天，我们就要让凶手付出代价！\""]""","""[\""00:02:10.000\"", \""00:02:11.000\""]""",high,BV1SZJP6mEjy
丰川祥子,么因,么因,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,之间,之间,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,了病,了病,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,们为,们为,phrase_2char,2,"""[\""ASVE今天，我们为被28\"", \""今天，我们为被害的爱音哀，明天，我们就要让凶手付出代价！\""]""","""[\""00:02:10.000\"", \""00:02:11.000\""]""",high,BV1SZJP6mEjy
丰川祥子,们共,们共,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:19.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,们聚,们聚,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,体的,体的,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,共同,共同,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:19.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,到的,到的,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,匆匆,匆匆,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,匆忙,匆忙,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,友爱,友爱,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,同的,同的,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:19.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,听到,听到,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,听我,听我,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,和对,和对,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,在这,在这,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,天我,天我,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,她对,她对,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,学们,学们,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,学的,学的,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,对同,对同,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,对集,对集,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,师们,师们,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,应该,应该,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,得了,得了,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,得这,得这,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,忙忙,忙忙,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,我听,我听,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,我觉,我觉,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,是为,是为,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,是爱,是爱,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,本是,本是,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,没什,没什,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,爱和,爱和,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,版本,版本,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,的友,的友,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,的版,的版,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,老师,老师,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,聚在,聚在,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,觉得,觉得,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,该没,该没,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,这之,这之,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,这里,这里,phrase_2char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,间应,间应,phrase_2char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,集体,集体,phrase_2char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,音得,音得,phrase_2char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,之间应,之间应,phrase_3char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,什么因,什么因,phrase_3char,2,"""[\""听我觉得这之间应该没什么因\"", \""听我觉得这之间应该没什么因果关系吧\""]""","""[\""00:02:54.000\"", \""00:02:55.000\""]""",high,BV1SZJP6mEjy
丰川祥子,今天我,今天我,phrase_3char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,们为被,们为被,phrase_3char,2,"""[\""ASVE今天，我们为被28\"", \""今天，我们为被害的爱音哀，明天，我们就要让凶手付出代价！\""]""","""[\""00:02:10.000\"", \""00:02:11.000\""]""",high,BV1SZJP6mEjy
丰川祥子,们共同,们共同,phrase_3char,2,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:19.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,们聚在,们聚在,phrase_3char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,共同的,共同的,phrase_3char,2,"""[\""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:19.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,到的版,到的版,phrase_3char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,匆匆忙,匆匆忙,phrase_3char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,匆忙忙,匆忙忙,phrase_3char,2,"""[\""我听到的版本是爱音得了病，匆匆忙忙\"", \""我听到的版本是爱音得了病，匆匆忙忙就离校了\""]""","""[\""00:06:38.000\"", \""00:06:39.000\""]""",high,BV1SZJP6mEjy
丰川祥子,友爱和,友爱和,phrase_3char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
丰川祥子,同学们,同学们,phrase_3char,2,"""[\""老师们，同学们。今天我们聚在这里，是为\"", \""老师们，同学们。今天我们聚在这里，是为了送别我们共同的同学，也是我们共同的朋友。一十千早爱音同学\""]""","""[\""00:01:18.000\"", \""00:01:19.000\""]""",high,BV1SZJP6mEjy
丰川祥子,同学的,同学的,phrase_3char,2,"""[\""她对同学的友爱和对集体的\"", \""她对同学的友爱和对集体的热忧将永远铭刻在我们记忆\""]""","""[\""00:03:55.000\"", \""00:03:56.000\""]""",high,BV1SZJP6mEjy
